Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Actual_Label
6,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.924,18867.924,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,130,410,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,176587,12,7,1673,1556,1368,0,139.41667,389.40735,1029,0,222.28572,383.69464,18285.6042630545,107.595689376908,9810.389,17244.514,53202,3,176587,16053.363,28323.68,89880,3,131990,21998.334,23878.18,53202,195,0,0,0,0,396,232,67.95517,39.64052,0,1368,161.45,370.5719,137323.53,0,0,0,1,0,0,0,0,0,169.94737,139.41667,222.28572,0,0,0,0,0,0,12,1673,7,1556,65535,362,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,218,2,2,94,392,47,47,47.0,0.0,196,196,196.0,0.0,2229357.798,18348.62385,72.666664,120.66621,212,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9174.312,9174.312,47,196,106.6,81.610664,6660.3,0,0,0,0,0,0,0,0,1,133.25,47.0,196.0,0,0,0,0,0,0,2,94,2,392,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,371,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,32345.01348,5390.83558,371.0,0.0,371,371,371,371.0,0.0,371,371,0,0.0,0.0,0,0,0,0,0,0,40,0,5390.8354,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,77704,4,4,152,264,38,38,38.0,0.0,66,66,66.0,0.0,5353.649748,102.9548028,11100.571,18947.84,41281,1,77518,25839.334,44751.574,77514,1,36420,12140.0,20981.209,36367,4,0,0,0,0,80,80,51.4774,51.4774,38,66,50.444443,14.757296,217.77777,0,0,0,0,0,0,0,0,1,56.75,38.0,66.0,0,0,0,0,0,0,4,152,4,264,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,10214513,13,15,6807,11304,2207,0,523.61536,931.7942,2672,0,753.6,870.2697,1773.06544129906,2.74119774481662,378315.28,1914960.6,9960001,3,10207968,850664.0,2868774.5,9960001,226,10182104,727293.1,2669941.5,10003545,3,0,0,0,0,424,488,1.272699,1.4684988,0,2672,624.5172,882.253,778370.3,0,0,0,1,0,0,0,0,1,646.8214,523.61536,753.6,0,0,0,0,0,0,13,6807,15,11304,29200,96,5,32,247967.0,0.0,247967,247967,9960001.0,0.0,9960001,9960001,Benign
17,30714,1,1,51,136,51,51,51.0,0.0,136,136,136.0,0.0,6088.42873,65.11688481,30714.0,0.0,30714,30714,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.55844,32.55844,51,136,79.333336,49.07477,2408.3333,0,0,0,0,0,0,0,0,1,119.0,51.0,136.0,0,0,0,0,0,0,1,51,1,136,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,127,2,2,60,424,30,30,30.0,0.0,212,212,212.0,0.0,3811023.622,31496.06299,42.333332,68.99517,122,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,40,40,15748.031,15748.031,30,212,102.8,99.68551,9937.2,0,0,0,0,0,0,0,0,1,128.5,30.0,212.0,0,0,0,0,0,0,2,60,2,424,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,30976,4,2,124,158,31,31,31.0,0.0,79,79,79.0,0.0,9103.822314,193.6983471,6195.2,11061.346,25553,3,25648,8549.333,14725.607,25553,47,3,3.0,0.0,3,3,0,0,0,0,128,64,129.13223,64.56612,31,79,44.714287,23.421602,548.5714,0,0,0,0,0,0,0,0,0,52.166668,31.0,79.0,0,0,0,0,0,0,4,124,2,158,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,7479370,8,5,305,290,223,0,38.125,77.14816,145,0,58.0,79.41977,79.55215479,1.738114306,623280.8,1273209.6,4269145,1,7479370,1068481.4,1597583.6,4361802,4,3159343,789835.75,846667.9,1874728,1,0,0,0,0,184,112,1.0696088,0.6685055,0,223,42.5,73.407974,5388.731,0,0,0,1,0,0,0,0,0,45.76923,38.125,58.0,0,0,0,0,0,0,8,305,5,290,8192,110,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,61189,2,2,64,256,32,32,32.0,0.0,128,128,128.0,0.0,5229.698148,65.37122685,20396.334,35322.29,61183,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,0,0,0,64,40,32.68561,32.68561,32,128,70.4,52.581364,2764.8,0,0,0,0,0,0,0,0,1,88.0,32.0,128.0,0,0,0,0,0,0,2,64,2,256,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5975572,3,1,12,0,6,0,4.0,3.4641016,0,0,0.0,0.0,2.008175954,0.669391985,1991857.4,3377575.2,5891646,130,5975572,2987786.0,4106678.2,5891646,83926,0,0.0,0.0,0,0,0,0,0,0,72,32,0.50204396,0.167348,0,6,2.4,3.2863352,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,0,0,0,0,0,0,3,12,1,0,8192,26883,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,66402,1,1,53,81,53,53,53.0,0.0,81,81,81.0,0.0,2018.011506,30.11957471,66402.0,0.0,66402,66402,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15.059788,15.059788,53,81,62.333332,16.165808,261.33334,0,0,0,0,0,0,0,0,1,93.5,53.0,81.0,0,0,0,0,0,0,1,53,1,81,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,76,2,0,43,0,37,6,21.5,21.920311,0,0,0.0,0.0,565789.47368421,26315.7894736842,76.0,0.0,76,76,76,76.0,0.0,76,76,0,0.0,0.0,0,0,1,0,0,0,40,0,26315.79,0.0,6,37,26.666666,17.897858,320.33334,0,1,0,0,1,0,0,0,0,40.0,21.5,0.0,0,0,0,0,0,0,2,43,0,0,32850,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,61062,1,1,47,153,47,47,47.0,0.0,153,153,153.0,0.0,3275.359471,32.75359471,61062.0,0.0,61062,61062,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.376797,16.376797,47,153,82.333336,61.199127,3745.3333,0,0,0,0,0,0,0,0,1,123.5,47.0,153.0,0,0,0,0,0,0,1,47,1,153,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,1411303,13,8,558,6162,192,0,42.923077,69.78236,1491,0,770.25,740.4861,4761.557228,14.87986634,70565.15,162849.69,713652,3,1411303,117608.586,199542.72,713652,3,493215,70459.29,127930.53,324534,4,0,0,0,0,424,264,9.211346,5.6685205,0,1491,305.45456,561.2168,314964.25,0,0,0,1,0,0,0,0,0,320.0,42.923077,770.25,0,0,0,0,0,0,13,558,8,6162,29200,59,5,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,318947,15,10,1908,4772,1368,0,127.2,350.6531,1418,0,477.2,593.1218,20943.9185820842,78.3829288251653,13289.458,22626.734,84303,1,318947,22781.928,31350.93,90515,1,197941,21993.445,26572.654,60482,47,0,0,0,0,492,328,47.02976,31.353172,0,1418,256.92307,477.12463,227647.9,0,0,0,1,0,0,0,0,0,267.2,127.2,477.2,0,0,0,0,0,0,15,1908,10,4772,65535,362,7,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,188,2,2,90,212,45,45,45.0,0.0,106,106,106.0,0.0,1606382.979,21276.59574,62.666668,68.85008,138,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,40,10638.298,10638.298,45,106,69.4,33.411076,1116.3,0,0,0,0,0,0,0,0,1,86.75,45.0,106.0,0,0,0,0,0,0,2,90,2,212,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,187,2,2,62,190,31,31,31.0,0.0,95,95,95.0,0.0,1347593.583,21390.37433,62.333332,66.01768,134,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,40,40,10695.1875,10695.1875,31,95,56.6,35.054245,1228.8,0,0,0,0,0,0,0,0,1,70.75,31.0,95.0,0,0,0,0,0,0,2,62,2,190,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,340,2,2,148,270,74,74,74.0,0.0,135,135,135.0,0.0,1229411.765,11764.70588,113.333336,190.23756,333,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,5882.353,5882.353,74,135,98.4,33.411076,1116.3,0,0,0,0,0,0,0,0,1,123.0,74.0,135.0,0,0,0,0,0,0,2,148,2,270,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,187,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,64171.12299,10695.18717,187.0,0.0,187,187,187,187.0,0.0,187,187,0,0.0,0.0,0,0,0,0,0,0,40,0,10695.1875,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,16417,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,937,2,2,92,138,46,46,46.0,0.0,69,69,69.0,0.0,245464.2476,4268.943436,312.33334,537.51404,933,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,2134.4717,2134.4717,46,69,55.2,12.597619,158.7,0,0,0,0,0,0,0,0,1,69.0,46.0,69.0,0,0,0,0,0,0,2,92,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,83295,4,4,124,476,31,31,31.0,0.0,119,119,119.0,0.0,7203.313524,96.04418032,11899.286,20946.342,50845,1,83077,27692.334,47960.2,83072,1,51067,17022.334,29478.35,51061,3,0,0,0,0,104,104,48.02209,48.02209,31,119,70.111115,46.380074,2151.111,0,0,0,0,0,0,0,0,1,78.875,31.0,119.0,0,0,0,0,0,0,4,124,4,476,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,77060,1,1,55,126,55,55,55.0,0.0,126,126,126.0,0.0,2348.819102,25.95380223,77060.0,0.0,77060,77060,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,12.976901,12.976901,55,126,78.666664,40.99187,1680.3334,0,0,0,0,0,0,0,0,1,118.0,55.0,126.0,0,0,0,0,0,0,1,55,1,126,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,274,3,0,31,0,31,0,10.333333,17.897858,0,0,0.0,0.0,113138.686131387,10948.9051094891,137.0,190.91884,272,2,274,137.0,190.91884,272,2,0,0.0,0.0,0,0,0,0,0,0,96,0,10948.905,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.333333,10.333333,0.0,0,0,0,0,0,0,3,31,0,0,939,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,116060950,16,14,437,746,437,0,27.3125,109.25,746,0,53.285713,199.37689,10.19292019,0.258484874,4002101.8,4879113.5,10000000,44,116000000,7737396.5,4148240.2,10100000,37486,111000000,8511959.0,3747892.8,10100000,21220,0,0,0,0,520,456,0.1378586,0.12062627,0,746,38.16129,153.00764,23411.34,0,0,0,1,0,0,0,0,0,39.433334,27.3125,53.285713,0,0,0,0,0,0,16,437,14,746,29200,340,1,32,49549.184,40642.42,172090,37044,10000000.0,3665.238,10000000,9999607,Benign
17,250,2,2,88,156,44,44,44.0,0.0,78,78,78.0,0.0,976000.0,16000.0,83.333336,139.14142,244,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,8000.0,8000.0,44,78,57.6,18.622566,346.8,0,0,0,0,0,0,0,0,1,72.0,44.0,78.0,0,0,0,0,0,0,2,88,2,156,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5988778,3,1,12,0,6,0,4.0,3.4641016,0,0,0.0,0.0,2.00374767607014,0.667915892023381,1996259.4,3437489.8,5965508,16,5988778,2994389.0,4201797.0,5965508,23270,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5009369,0.16697897,0,6,2.4,3.2863352,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,167,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11976.0479,167.0,0.0,167,167,167,167.0,0.0,167,167,0,0.0,0.0,0,0,0,0,0,0,64,0,11976.048,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,342,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,2797438,9,7,2650,2049,1062,0,294.44446,455.22745,961,0,292.7143,455.87268,1679.751258,5.719519074,186495.86,536417.5,1993333,37,804105,100513.125,266216.12,758413,174,2797128,466188.0,813537.2,1993370,470,0,0,0,0,296,232,3.2172294,2.5022895,0,1062,276.41177,431.99872,186622.88,0,0,0,1,0,0,0,0,0,293.6875,294.44446,292.7143,0,0,0,0,0,0,9,2650,7,2049,29200,8,4,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,124361,8,6,514,4083,192,0,64.25,81.02689,1430,0,680.5,669.84766,36964.9649,112.5754859,9566.23,14359.332,37383,4,124361,17765.857,16530.805,39017,4,86679,17335.8,23081.268,47360,48,0,0,0,0,172,132,64.32885,48.246635,0,1430,306.46667,513.53925,263722.56,0,0,0,1,0,0,0,0,0,328.35715,64.25,680.5,0,0,0,0,0,0,8,514,6,4083,8192,343,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,31883,2,2,78,194,39,39,39.0,0.0,97,97,97.0,0.0,8531.192171,125.4587084,10627.667,18404.195,31879,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,80,62.729355,62.729355,39,97,62.2,31.767908,1009.2,0,0,0,0,0,0,0,0,1,77.75,39.0,97.0,0,0,0,0,0,0,2,78,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,717,1,1,56,116,56,56,56.0,0.0,116,116,116.0,0.0,239888.424,2789.400279,717.0,0.0,717,717,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,1394.7002,1394.7002,56,116,76.0,34.641018,1200.0,0,0,0,0,0,0,0,0,1,114.0,56.0,116.0,0,0,0,0,0,0,1,56,1,116,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,60686125,15,15,636,5123,320,0,42.4,94.69485,1460,0,341.53333,532.04376,94.89813363,0.494346937,2092625.0,4067773.0,10000000,13,60700000,4334723.0,5055987.5,10100000,8060,60600000,4331100.5,5059220.0,10100000,48,0,0,0,0,336,372,0.24717347,0.24717347,0,1460,185.7742,399.80392,159843.19,0,0,0,1,0,0,0,0,1,191.96666,42.4,341.53333,0,0,0,0,0,0,15,636,15,5123,8192,114,8,20,197523.83,360205.88,932791,50353,9916788.0,127672.96,10000000,9738281,Benign
17,194,2,2,66,184,33,33,33.0,0.0,92,92,92.0,0.0,1288659.794,20618.5567,64.666664,28.867514,98,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,10309.278,10309.278,33,92,56.6,32.31563,1044.3,0,0,0,0,0,0,0,0,1,70.75,33.0,92.0,0,0,0,0,0,0,2,66,2,184,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,224,2,2,68,494,34,34,34.0,0.0,247,247,247.0,0.0,2508928.571,17857.14286,74.666664,122.398254,216,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,8928.571,8928.571,34,247,119.2,116.6649,13610.7,0,0,0,0,0,0,0,0,1,149.0,34.0,247.0,0,0,0,0,0,0,2,68,2,494,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,69897,1,1,39,249,39,39,39.0,0.0,249,249,249.0,0.0,4120.348513,28.61353134,69897.0,0.0,69897,69897,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.306766,14.306766,39,249,109.0,121.24355,14700.0,0,0,0,0,0,0,0,0,1,163.5,39.0,249.0,0,0,0,0,0,0,1,39,1,249,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,70472,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,170.2803951,28.38006584,70472.0,0.0,70472,70472,70472,70472.0,0.0,70472,70472,0,0.0,0.0,0,0,0,0,0,0,40,0,28.380066,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,138,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,86956.5217391304,14492.7536231884,138.0,0.0,138,138,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7246.377,7246.377,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,8190,63577,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5682755,3,1,12,0,6,0,4.0,3.4641016,0,0,0.0,0.0,2.11165183084613,0.703883943615377,1894251.6,3205908.8,5595778,161,5682755,2841377.5,3895310.5,5595778,86977,0,0.0,0.0,0,0,0,0,0,0,80,32,0.527913,0.17597099,0,6,2.4,3.2863352,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,0,0,0,0,0,0,3,12,1,0,29200,5840,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,97649698,8,6,307,11595,307,0,38.375,108.54089,5792,0,1932.5,2534.0515,121.8846575,0.143369619,7511515.0,27100000.0,97600000,3,97600000,13900000.0,36900000.0,97600000,3,4600,920.0,1772.769,4088,46,0,0,0,0,264,200,0.0819255,0.061444122,0,5792,793.4667,1796.1235,3226059.5,0,0,0,0,1,0,0,0,0,850.1429,38.375,1932.5,0,0,0,0,0,0,8,307,6,11595,251,235,1,32,971.0,0.0,971,971,97600000.0,0.0,97600000,97600000,DoS
6,5303778,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.656345345,0.942724224,1325944.5,2649300.0,5299894,1,5303778,1325944.5,2649300.0,5299894,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.9427242,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3884.0,0.0,3884,3884,5299894.0,0.0,5299894,5299894,DDoS
6,2084012,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.39531058,2.399218431,521003.0,1040980.75,2082474,44,2084012,521003.0,1040980.75,2082474,44,0,0.0,0.0,0,0,0,0,0,0,100,0,2.3992183,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
6,8604972,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.789085194,0.464847532,2868324.0,4967125.0,8603866,1,8604972,2868324.0,4967125.0,8603866,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.46484753,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1106.0,0.0,1106,1106,8603866.0,0.0,8603866,8603866,DDoS
